,Followers,Likes,Retweets,Sentiment,Tweeter-Handle,text,user_name
0,191937,665,311,positive,TennisTV,"Open Era match wins...

Connors - 1256
Federer - 1121
Lendl - 1068
Vilas - 929
McEnroe - 877
Agassi - 870
Nadal - 8 https://t.co/ohwo32XXcr",Tennis TV
1,4755848,432,269,neutral,marca,"Otro Nadal-Federer! El partido ms esperado por los amantes del tenis, en la final de Shanghai. Ser la tercera en https://t.co/YCWPHKsu2a",MARCA
2,831558,232,160,neutral,SC_ESPN,Tendremos una nueva final de lujo para disfrutar. Federer y Nadal se enfrentarn para quedarse con el M1000 de Shan https://t.co/SWihi8lvwW,SportsCenter
3,207,0,157,positive,kris_O_H,"RT @ATPWorldTour:  Melbourne
 Indian Wells
 Miami
 Shanghai

Are you ready for #Fedal38?

 https://t.co/RSdvJh1hpY https://t.co/mCIu7",allyssy_linette
4,385,0,508,neutral,CarlitosMiguelR,"RT @goitiatenis: FINALSIMAL! Federer derrot 3-6, 6-3 y 6-3 a Del Potro en Shanghai y definir ante Nadal. Ser la final N143 del suizo,",Carlos Miguel Reyes
5,500,0,15,neutral,sushimaccheese,"RT @josemorgado: Del Potro to the umpire. ""Federer scares you. He told you two words and you stayed quiet"" https://t.co/tOA3Ihyfja",Rika
6,36,0,254,neutral,LeonardoOlmer,"RT @SC_ESPN: Y la final del M1000 de Shanghai ser Federer vs. Nadal! Roger venci 3-6, 6-3 y 6-3 a Del Potro y luchar por el ttulo ante",Leonardo Olivar
7,1029,0,15,neutral,TrollandGarros,"RT @josemorgado: Del Potro to the umpire. ""Federer scares you. He told you two words and you stayed quiet"" https://t.co/tOA3Ihyfja",  
8,261317,0,0,neutral,elsiglocomve,#Deportes Duelo de titanes en Shangi: Nadal vs Federer https://t.co/OGqhIsJKaw https://t.co/SDJzYU8Fli,elsiglocomve
9,320,0,0,positive,DEllis_11,"Dale Jr on the pole tomorrow at Talladega
Federer vs Nadal final in China 
Gonna be a great sports Sunday",Dustin Ellis
10,311118,1,0,neutral,ESPNtenis,#TENISxESPN La amenaza de Del Potro llegaba desde su potente derecha. As dominaba a Federer en el inicio. https://t.co/6VSbCIBqvr,ESPN Tenis
11,53,0,157,positive,v_allagiannis,"RT @ATPWorldTour:  Melbourne
 Indian Wells
 Miami
 Shanghai

Are you ready for #Fedal38?

 https://t.co/RSdvJh1hpY https://t.co/mCIu7",vassilis allagiannis
12,6530,0,0,neutral,aldaghriri,@Hani_Federer             ., 
13,13,0,12,positive,sam_broder,RT @jokelley_tennis: Either Rafael Nadal or Roger Federer will be the 107th consecutive European winner of Masters 1000s + grand slams + ye,Sam Broder
14,121,0,90,positive,iruiz95,RT @Rafael_Plaza: Federer about Nadal: I'm happy to call him a friend today.,Iigo Ruiz
15,189,0,157,positive,ChristianUrbani,"RT @ATPWorldTour:  Melbourne
 Indian Wells
 Miami
 Shanghai

Are you ready for #Fedal38?

 https://t.co/RSdvJh1hpY https://t.co/mCIu7",Chrstian Urbani
16,1239,0,157,positive,castrogo,"RT @ATPWorldTour:  Melbourne
 Indian Wells
 Miami
 Shanghai

Are you ready for #Fedal38?

 https://t.co/RSdvJh1hpY https://t.co/mCIu7",Sick World Order
17,620,0,19,neutral,Nanvel,RT @ELTIEMPO: Nadal vs. Federer: la final soada del Msters 1000 de Shanghi https://t.co/JXKUs7uROB https://t.co/GhOsFs5qWq,Nancy VelandiaArdila
18,205,0,0,neutral,TIRUTAKARUKI,Roger Federer https://t.co/JnO6Vm4wyM,Tirtha Karki
19,6794,0,0,neutral,lancelot_xbal,Anlisis final Shanghi 2017: Federer-Nadal. https://t.co/Ni2poFhveB,Lobo
20,147,0,0,neutral,receptornot,"Nadal y Federer iluminan Shanghi: Frtense bien los ojos, despejen las legaas y srvanse https://t.co/n3oraKX7eV",receptor
21,435,0,5,neutral,nuriacorraliza,RT @elespanolcom: Este domingo Nadal disputa la final de #Shanghi ante Federer. En @podium_EE el horario y dnde verlo https://t.co/ZNSGMQ,nuria
22,189,0,33,neutral,DerlisAguilera4,RT @ESPNtenis: #TENISxESPN LA FINAL! Nadal y Federer se miden por el ttulo en Shanghai. El domingo a las 5.30 (BUE) / 3.30 (BOG) por ESPN,Derlis Aguilera
23,72,0,0,neutral,vozdelosninos1,Del Potro cay ante Federer en las semis de Shanghai https://t.co/JVwXzb3kCV va @DiarioElLitoral,La Voz de los Nios
24,164,0,216,neutral,Jalr30,"RT @goitiatenis: GRACIAS POR TANTO!! Hay ms #Fedal Llega el 38 Federer-Nadal, en Shanghai. Con 36 aos Roger y 31 Rafa, juegan 3 final",Armando Len
25,3337,0,11,positive,SachinRoger1710,"RT @DonaldTendulkar: On the line @SH_RolexMasters final:
Federer: 350th M1000 win, 700th HC match win, 94th title to tie lendl
Nadal: 31 M1",Diehard SRT&RF fan
26,543,0,15,neutral,Phai___,"RT @josemorgado: Del Potro to the umpire. ""Federer scares you. He told you two words and you stayed quiet"" https://t.co/tOA3Ihyfja",Double Combo~
27,76,0,33,neutral,JheissonCruz,RT @ESPNtenis: #TENISxESPN LA FINAL! Nadal y Federer se miden por el ttulo en Shanghai. El domingo a las 5.30 (BUE) / 3.30 (BOG) por ESPN,Lenyn
28,135,0,39,neutral,onurergul,"RT @demarkesports: Del Potro'yu 3-6, 6-3 ve 6-3'lk setlerle 2-1 malup eden Roger Federer, Shanghai Masters finalinde Rafael Nadal'n raki",Onur
29,455,0,6,neutral,footcedric,"RT @actus__tennis: Federer sur la presse franaise : "" Quand un de vos joueurs
fait quarts de finale dun tournoi, cest, waouh, incroyable",Cdric 
30,405,0,0,neutral,MaximeBatt,"@Benjpls @rigolusse Oui, vu le niveau de jeu et la confiance du Majorquin, il a clairement l'avantage. Federer revi https://t.co/mbRdhBWERE",Maxime Battistella
31,22,0,112,neutral,lefrancois_eric,RT @WeAreTennisFR: Roger #Federer renverse Juan Martin #DelPotro 3-6 6-3 6-3 pour nous offrir une finale de rve face  Nadal  #Shanghai !,lefrancois eric
32,510,0,33,neutral,FacuLabourdette,RT @ESPNtenis: #TENISxESPN LA FINAL! Nadal y Federer se miden por el ttulo en Shanghai. El domingo a las 5.30 (BUE) / 3.30 (BOG) por ESPN,Facundo
33,166,0,33,neutral,JuanRCaballero9,RT @ESPNtenis: #TENISxESPN LA FINAL! Nadal y Federer se miden por el ttulo en Shanghai. El domingo a las 5.30 (BUE) / 3.30 (BOG) por ESPN,Juan R. Caballero
34,343,0,160,neutral,Jhon4tn,RT @SC_ESPN: Tendremos una nueva final de lujo para disfrutar. Federer y Nadal se enfrentarn para quedarse con el M1000 de Shanghai. https,jhn
35,56,0,6,neutral,cecilia_matiass,"RT @actus__tennis: Federer sur la presse franaise : "" Quand un de vos joueurs
fait quarts de finale dun tournoi, cest, waouh, incroyable",Ceci
36,940,0,17,neutral,azadayub,"RT @TennisTV: Davydenko, Murray, Djokovic, Federer...

Whose name will be added to the #SHRolexMasters champions list on Sunday? https://t.",Azad Ayub
37,299,0,0,neutral,WorldNewsByRon,Shanghai Masters: Rafael Nadal to play Roger Federer in final https://t.co/EbcYhrPEIN https://t.co/KlQDzO0c7u,WorldNews
38,715,0,33,neutral,Rakagomez,RT @ESPNtenis: #TENISxESPN LA FINAL! Nadal y Federer se miden por el ttulo en Shanghai. El domingo a las 5.30 (BUE) / 3.30 (BOG) por ESPN,Raquel Gomez
39,160,0,157,positive,AdrianaIvonneC,"RT @ATPWorldTour:  Melbourne
 Indian Wells
 Miami
 Shanghai

Are you ready for #Fedal38?

 https://t.co/RSdvJh1hpY https://t.co/mCIu7",Adriana Ivonne C
40,32331,0,0,neutral,elPeriodicoDM,#Tenis | Rafael Nadal y Roger Federer se medirn en la final del Masters de Shanghi https://t.co/zlH4qNLZBp https://t.co/x8EXSpjWX8,Peridico de Monagas
41,343,0,202,neutral,Jhon4tn,"RT @ESPNtenis: #TENISxESPN El N1 y el N2, listos para otra batalla. Quin ganar? Nadal o Federer? El domingo, a las 5.30 (BUE) por ESP",jhn
42,10,0,0,positive,JackPeoples2513,The world has given us another #Federer vs #Nadal final... life is good  https://t.co/5zrtqOK1ou,Jack Peoples
43,1292,1,0,neutral,Anza98,nadal and federer in dream final ommmgg,Anza 
44,17,0,0,neutral,JavierWolf10,Su majestad Roger Federer accedio a la final del masters 1000 de shanghai tras ganarle 3-6 6-3 6-3 a Juan M. Del Potro #BETCRIS,Javier Lobo
45,68,0,14,neutral,Sourdough_bro,RT @Tennis: Federer thinks it's easier for players to have longer careers now | https://t.co/d7enbmMJfV https://t.co/Y8LJ9OGNCG,Kevin Yee
46,290,0,12,positive,jessicaale18,"RT @PuntoDBreak: Federer: ""Cuando estuve lesionado, me di cuenta del valor que tiene Rafa cada vez que super una lesin"" https://t.co/zwKu",Jessica Martinez
47,76,0,808,neutral,Goku_Federer,"RT @Luis_Delia: Recin me pidi el Dr Oscar Parrilli que no asista al acto de la cancha de Racing por que consideran ""los jefes"" que yo soy",Goku
48,12,0,0,neutral,Pepe_1691,"Los mas grandes del tenis de todos los tiempos.
Nadal y Federer, dos maneras de eternizarse https://t.co/jkmojSsop0 va @elmundoes",Pepe G. C.
49,12,0,0,neutral,marck78540,@kaykebet Je cumul avec Federer,Kouyoumdjian Marc
50,307,0,17,neutral,manujcase,"RT @diarioas: Nadal-Federer: captulo 38, la opinin de @Juan_Guti  https://t.co/pspS6RRD2J https://t.co/MUpUrHn5Ij",Manuel Jess
51,343,0,67,neutral,Jhon4tn,"RT @RogerFedererPy_: Roger Federer alcanz la victoria N 1123 de su carrera, la 349 en M1000, la 17 en Shanghai y la 43 del ao. https:",jhn
52,388,0,12,positive,alexvalle90,"RT @PuntoDBreak: Federer: ""Cuando estuve lesionado, me di cuenta del valor que tiene Rafa cada vez que super una lesin"" https://t.co/zwKu",Alejandro Valle
53,117,0,0,neutral,Raqueta_6A,Captulo 38: #Nadal y #Federer se enfrentarn en una final ms (por @cesarzarate_) https://t.co/aCirzHcsHb #masters1000shanghai,Sexto Anillo Raqueta
54,295,0,33,neutral,NinocasNinoska,RT @ESPNtenis: #TENISxESPN LA FINAL! Nadal y Federer se miden por el ttulo en Shanghai. El domingo a las 5.30 (BUE) / 3.30 (BOG) por ESPN,Ninoska
55,639,0,33,neutral,SebrianoCamila,RT @ESPNtenis: #TENISxESPN LA FINAL! Nadal y Federer se miden por el ttulo en Shanghai. El domingo a las 5.30 (BUE) / 3.30 (BOG) por ESPN,SebrianoCamila.-
56,343,0,269,neutral,Jhon4tn,"RT @marca: Otro Nadal-Federer! El partido ms esperado por los amantes del tenis, en la final de Shanghai. Ser la tercera entre ambos en",jhn
57,295,0,158,neutral,NinocasNinoska,"RT @ESPNtenis: #TENISxESPN A ponerse el ! Una cita imperdible para el domingo: Nadal vs. Federer, a las 5.30 (BUE)/3.30 (BOG) por ESPN y",Ninoska
58,42,0,0,neutral,herbozobravo,@E_FLEISCHMAN @rogerfederer @RafaelNadal Roger Federer el mas grande mas nada,jose antonio
59,410,0,54,neutral,carlosgrommeck1,RT @MarDeporte: Para ver maana Roger Federer-Rafael Nadal tienen 2 opciones. Dormir temprano y madrugar o farrear y no dormir. El partido,Carlitos Grommeck
60,8153,0,2,neutral,MarisaVargas_R,"RT @PuntoDBreak: Federer contra Nadal. Captulo 38. El suizo gan los ltimos cuatro duelos, cortar la racha el espaol? https://t.co/MBV",MARISA #SiALaVida
61,55,0,216,neutral,BeaF8809,"RT @goitiatenis: GRACIAS POR TANTO!! Hay ms #Fedal Llega el 38 Federer-Nadal, en Shanghai. Con 36 aos Roger y 31 Rafa, juegan 3 final",Bea F
62,343,0,33,neutral,Jhon4tn,RT @ESPNtenis: #TENISxESPN LA FINAL! Nadal y Federer se miden por el ttulo en Shanghai. El domingo a las 5.30 (BUE) / 3.30 (BOG) por ESPN,jhn
63,966183,0,0,neutral,CaraotaDigital,Federer elimin a Del Potro en Shanghai y se enfrentar a Nadal en la final / Va @CaraotaDeportes https://t.co/qG4DffLuhc,CaraotaDigital
64,5331,0,0,neutral,DisipR01,"Toda PERSONA DECENTE NO DEBE VOTAR https://t.co/d9gbMVTFNo 371&amp;lt; #DerechoDeRebelin EXH Mundial de 2018 Roger Federer ""Superteams""",Disip R01
65,34,0,12,positive,JueshaRawr,RT @jokelley_tennis: Either Rafael Nadal or Roger Federer will be the 107th consecutive European winner of Masters 1000s + grand slams + ye,Juesha Rawr
66,43,0,269,neutral,LeoLopezGo,"RT @marca: Otro Nadal-Federer! El partido ms esperado por los amantes del tenis, en la final de Shanghai. Ser la tercera entre ambos en",Leo Lopez
67,76,0,508,neutral,dfmr95,"RT @goitiatenis: FINALSIMAL! Federer derrot 3-6, 6-3 y 6-3 a Del Potro en Shanghai y definir ante Nadal. Ser la final N143 del suizo,",Daniel Malaver
68,138,0,157,positive,mbCarlos,"RT @ATPWorldTour:  Melbourne
 Indian Wells
 Miami
 Shanghai

Are you ready for #Fedal38?

 https://t.co/RSdvJh1hpY https://t.co/mCIu7",Carlos
69,398,0,2,neutral,edu4u_per,"RT @PuntoDBreak: Maana, Federer-Nadal, a las 10:30 de la maana horario de Espaa https://t.co/XnK4AQrBzG",Eduardo Alcarraz
70,16536,0,0,neutral,AsiEsNoticiasVe,Federer: Nadal es uno de esos tipos que me hacen un mejor jugador https://t.co/XC5vAxFyAj https://t.co/sfAeagXl1B,As es Noticias
71,18441,2,2,neutral,PuntoDBreak,"Federer contra Nadal. Captulo 38. El suizo gan los ltimos cuatro duelos, cortar la racha el espaol? https://t.co/MBVamjJYah",Punto de Break
72,156,0,16,neutral,charogonrod,"RT @MovistarTenis: La final soada: Nadal vs Federer.
A las 10.30h, en Movistar Deportes 2. https://t.co/T3hUabpYzm",Charo Gonzalez
73,401,0,0,neutral,joelva,@K4Ksaz @goitiatenis @LuisAlvarez_1 @caroguillenESPN @fantinofantino @CopaDavis @FedererfansLA @Federer_Fans https://t.co/jgnouE22ni,Joel Vargas
74,66,0,3,neutral,Rust__8,"RT @ApuestaSergi: Anlisis de la final del Masters de Shanghai.
Federer vs Nadal
https://t.co/scYx3KubHJ",Rust
75,193,0,33,neutral,alexlop44555515,RT @ESPNtenis: #TENISxESPN LA FINAL! Nadal y Federer se miden por el ttulo en Shanghai. El domingo a las 5.30 (BUE) / 3.30 (BOG) por ESPN,alex lopez
76,1737,0,5,neutral,wuily40,RT @elespanolcom: Este domingo Nadal disputa la final de #Shanghi ante Federer. En @podium_EE el horario y dnde verlo https://t.co/ZNSGMQ,WUILY   
77,3633,0,2,neutral,nenamargarita,RT @MatchTenis: Juan Martn Del Potro: Decid jugar en semifinales de Shanghi porque hacerlo ante Roger es siempre un honor. https://t.c,Nena Garcia
78,241,0,17,neutral,leoparturk,RT @emreyaziciol: Shanghai Mastersta yarn Nadal - Federer finali oynanacak. Teniste 2017 bereket yl. ,koray imek
79,572,0,0,neutral,ToscaTuca,"@bocijaro Viste a Nadal y Federer jugar juntos, o el ftbol no te deja?",Tosca_de_Mi
80,3443,0,22,neutral,F1_HAtawneh,RT @dm_mauron: Done Roger is in final  bravo  #Federer #SHRolexMasters https://t.co/iEd760O3Q5,Hayat Buz elalesi
81,5331,0,0,neutral,DisipR01,Votar es una idiotez al servicio de La dictadura roja. A Franceschi 26/9/17 https://t.co/CSYVah8m2A 192x Y0O Roger Federer Iribarren,Disip R01
82,2366,0,5,neutral,delmoralo,RT @elespanolcom: Este domingo Nadal disputa la final de #Shanghi ante Federer. En @podium_EE el horario y dnde verlo https://t.co/ZNSGMQ,David del Moral
83,6664,0,0,neutral,emredlmc,@Murat_kaya81 Federer ma ne oldu?,Emre
84,483,0,2,neutral,AnddreaSoy,RT @kienyke: .@RafaelNadal vs. @rogerfederer Final soada en China https://t.co/9OJTV3voit https://t.co/3hiW59nVgB,Andre@ Ri@o
85,184,0,59,neutral,BRULEYPATRICIA,"RT @ThibaultLeRol:  FEDERER - NADAL 
10h00 : Court Central 
10h30 : plaisir-bonheur-histoire 
@beinsports_FR 3 #ATPextra
#IncroyableSem",P Etcheverria-Bruley
86,14265,0,0,negative,DigitalMajority,Video - Roger Federer Forehand Spin Variation in Slow Motion - https://t.co/6qjBTm982N https://t.co/HLeVWEhp6G,Digital Majority
87,269,0,0,neutral,JamalovicLM,"Demain 9:30

Rafa vs Federer  ",Jamalovc LM
88,30,0,157,positive,Biryukova15,"RT @ATPWorldTour:  Melbourne
 Indian Wells
 Miami
 Shanghai

Are you ready for #Fedal38?

 https://t.co/RSdvJh1hpY https://t.co/mCIu7", 
89,664,0,0,neutral,mikrmen,"@karloswufi No, pero yo soy de Ribera igual que soy de Federer!",Mary
90,7,0,0,positive,KemnaHolland,Roger Federer vs Juan Martin del Potro Full Highlights HD | Shanghai Mas... https://t.co/IN5UQJURIC via @YouTube,Kemna
91,8,0,0,neutral,Shirley98002406,@usopen Roger Federer...stay focus,Shirley Byers
92,209,0,0,neutral,Sportschau_News,Schanghai bekommt einen Traumfinal - Roger Federer erreicht bei seinem ersten ATP-Einsatz seit dem US Open den ... https://t.co/DFJ263hxC1,Sportschau Sportnews
93,2137,0,33,neutral,UlisesAlmada,RT @ESPNtenis: #TENISxESPN LA FINAL! Nadal y Federer se miden por el ttulo en Shanghai. El domingo a las 5.30 (BUE) / 3.30 (BOG) por ESPN,ULISESALMADA
94,73,0,1,neutral,FynboiG,"RT @DeportesRCN: #Tenis | @RafaelNadal y @rogerfederer se citan en la final del Masters 1.000 de Shanghi.
 
https://t.co/ONLw0qJU7l https:",Fynboi Gh
95,546,0,33,neutral,Gabi_Vale18,RT @ESPNtenis: #TENISxESPN LA FINAL! Nadal y Federer se miden por el ttulo en Shanghai. El domingo a las 5.30 (BUE) / 3.30 (BOG) por ESPN,...
96,659,0,157,positive,alexescudero_,"RT @ATPWorldTour:  Melbourne
 Indian Wells
 Miami
 Shanghai

Are you ready for #Fedal38?

 https://t.co/RSdvJh1hpY https://t.co/mCIu7",Alex Escudero
97,320,0,2,neutral,CMarieh2,"RT @Marathonbet_es: No olvides poner el despertador 
Maana, 10:30h
Nadal - Federer 
Final #ATPShanghai 

 https://t.co/SNuuBrQ8kE",Dreamer!!
98,2129,0,0,neutral,airiters,"Roger Federer will face longtime rival Rafael Nadal for the ...
It's Federer v. Nadal In Shanghai Final https://t.co/DuIG0OvYfT",Airiters
99,951,0,0,neutral,Medien_News,Schanghai bekommt einen Traumfinal - Roger Federer erreicht bei seinem ersten ATP-Einsatz seit dem US Open den ... https://t.co/CYgEkmwj8G,Presse- & Mediennews
100,191937,665,311,positive,TennisTV,"Open Era match wins...

Connors - 1256
Federer - 1121
Lendl - 1068
Vilas - 929
McEnroe - 877
Agassi - 870
Nadal - 8 https://t.co/ohwo32XXcr",Tennis TV
101,4755848,432,269,neutral,marca,"Otro Nadal-Federer! El partido ms esperado por los amantes del tenis, en la final de Shanghai. Ser la tercera en https://t.co/YCWPHKsu2a",MARCA
102,831558,232,160,neutral,SC_ESPN,Tendremos una nueva final de lujo para disfrutar. Federer y Nadal se enfrentarn para quedarse con el M1000 de Shan https://t.co/SWihi8lvwW,SportsCenter
103,207,0,157,positive,kris_O_H,"RT @ATPWorldTour:  Melbourne
 Indian Wells
 Miami
 Shanghai

Are you ready for #Fedal38?

 https://t.co/RSdvJh1hpY https://t.co/mCIu7",allyssy_linette
104,385,0,508,neutral,CarlitosMiguelR,"RT @goitiatenis: FINALSIMAL! Federer derrot 3-6, 6-3 y 6-3 a Del Potro en Shanghai y definir ante Nadal. Ser la final N143 del suizo,",Carlos Miguel Reyes
105,500,0,15,neutral,sushimaccheese,"RT @josemorgado: Del Potro to the umpire. ""Federer scares you. He told you two words and you stayed quiet"" https://t.co/tOA3Ihyfja",Rika
106,36,0,254,neutral,LeonardoOlmer,"RT @SC_ESPN: Y la final del M1000 de Shanghai ser Federer vs. Nadal! Roger venci 3-6, 6-3 y 6-3 a Del Potro y luchar por el ttulo ante",Leonardo Olivar
107,1029,0,15,neutral,TrollandGarros,"RT @josemorgado: Del Potro to the umpire. ""Federer scares you. He told you two words and you stayed quiet"" https://t.co/tOA3Ihyfja",  
108,261317,0,0,neutral,elsiglocomve,#Deportes Duelo de titanes en Shangi: Nadal vs Federer https://t.co/OGqhIsJKaw https://t.co/SDJzYU8Fli,elsiglocomve
109,320,0,0,positive,DEllis_11,"Dale Jr on the pole tomorrow at Talladega
Federer vs Nadal final in China 
Gonna be a great sports Sunday",Dustin Ellis
110,311118,1,0,neutral,ESPNtenis,#TENISxESPN La amenaza de Del Potro llegaba desde su potente derecha. As dominaba a Federer en el inicio. https://t.co/6VSbCIBqvr,ESPN Tenis
111,53,0,157,positive,v_allagiannis,"RT @ATPWorldTour:  Melbourne
 Indian Wells
 Miami
 Shanghai

Are you ready for #Fedal38?

 https://t.co/RSdvJh1hpY https://t.co/mCIu7",vassilis allagiannis
112,6530,0,0,neutral,aldaghriri,@Hani_Federer             ., 
113,13,0,12,positive,sam_broder,RT @jokelley_tennis: Either Rafael Nadal or Roger Federer will be the 107th consecutive European winner of Masters 1000s + grand slams + ye,Sam Broder
114,121,0,90,positive,iruiz95,RT @Rafael_Plaza: Federer about Nadal: I'm happy to call him a friend today.,Iigo Ruiz
115,189,0,157,positive,ChristianUrbani,"RT @ATPWorldTour:  Melbourne
 Indian Wells
 Miami
 Shanghai

Are you ready for #Fedal38?

 https://t.co/RSdvJh1hpY https://t.co/mCIu7",Chrstian Urbani
116,1239,0,157,positive,castrogo,"RT @ATPWorldTour:  Melbourne
 Indian Wells
 Miami
 Shanghai

Are you ready for #Fedal38?

 https://t.co/RSdvJh1hpY https://t.co/mCIu7",Sick World Order
117,620,0,19,neutral,Nanvel,RT @ELTIEMPO: Nadal vs. Federer: la final soada del Msters 1000 de Shanghi https://t.co/JXKUs7uROB https://t.co/GhOsFs5qWq,Nancy VelandiaArdila
118,205,0,0,neutral,TIRUTAKARUKI,Roger Federer https://t.co/JnO6Vm4wyM,Tirtha Karki
119,6794,0,0,neutral,lancelot_xbal,Anlisis final Shanghi 2017: Federer-Nadal. https://t.co/Ni2poFhveB,Lobo
120,147,0,0,neutral,receptornot,"Nadal y Federer iluminan Shanghi: Frtense bien los ojos, despejen las legaas y srvanse https://t.co/n3oraKX7eV",receptor
121,435,0,5,neutral,nuriacorraliza,RT @elespanolcom: Este domingo Nadal disputa la final de #Shanghi ante Federer. En @podium_EE el horario y dnde verlo https://t.co/ZNSGMQ,nuria
122,189,0,33,neutral,DerlisAguilera4,RT @ESPNtenis: #TENISxESPN LA FINAL! Nadal y Federer se miden por el ttulo en Shanghai. El domingo a las 5.30 (BUE) / 3.30 (BOG) por ESPN,Derlis Aguilera
123,72,0,0,neutral,vozdelosninos1,Del Potro cay ante Federer en las semis de Shanghai https://t.co/JVwXzb3kCV va @DiarioElLitoral,La Voz de los Nios
124,164,0,216,neutral,Jalr30,"RT @goitiatenis: GRACIAS POR TANTO!! Hay ms #Fedal Llega el 38 Federer-Nadal, en Shanghai. Con 36 aos Roger y 31 Rafa, juegan 3 final",Armando Len
125,3337,0,11,positive,SachinRoger1710,"RT @DonaldTendulkar: On the line @SH_RolexMasters final:
Federer: 350th M1000 win, 700th HC match win, 94th title to tie lendl
Nadal: 31 M1",Diehard SRT&RF fan
126,543,0,15,neutral,Phai___,"RT @josemorgado: Del Potro to the umpire. ""Federer scares you. He told you two words and you stayed quiet"" https://t.co/tOA3Ihyfja",Double Combo~
127,76,0,33,neutral,JheissonCruz,RT @ESPNtenis: #TENISxESPN LA FINAL! Nadal y Federer se miden por el ttulo en Shanghai. El domingo a las 5.30 (BUE) / 3.30 (BOG) por ESPN,Lenyn
128,135,0,39,neutral,onurergul,"RT @demarkesports: Del Potro'yu 3-6, 6-3 ve 6-3'lk setlerle 2-1 malup eden Roger Federer, Shanghai Masters finalinde Rafael Nadal'n raki",Onur
129,455,0,6,neutral,footcedric,"RT @actus__tennis: Federer sur la presse franaise : "" Quand un de vos joueurs
fait quarts de finale dun tournoi, cest, waouh, incroyable",Cdric 
130,405,0,0,neutral,MaximeBatt,"@Benjpls @rigolusse Oui, vu le niveau de jeu et la confiance du Majorquin, il a clairement l'avantage. Federer revi https://t.co/mbRdhBWERE",Maxime Battistella
131,22,0,112,neutral,lefrancois_eric,RT @WeAreTennisFR: Roger #Federer renverse Juan Martin #DelPotro 3-6 6-3 6-3 pour nous offrir une finale de rve face  Nadal  #Shanghai !,lefrancois eric
132,510,0,33,neutral,FacuLabourdette,RT @ESPNtenis: #TENISxESPN LA FINAL! Nadal y Federer se miden por el ttulo en Shanghai. El domingo a las 5.30 (BUE) / 3.30 (BOG) por ESPN,Facundo
133,166,0,33,neutral,JuanRCaballero9,RT @ESPNtenis: #TENISxESPN LA FINAL! Nadal y Federer se miden por el ttulo en Shanghai. El domingo a las 5.30 (BUE) / 3.30 (BOG) por ESPN,Juan R. Caballero
134,343,0,160,neutral,Jhon4tn,RT @SC_ESPN: Tendremos una nueva final de lujo para disfrutar. Federer y Nadal se enfrentarn para quedarse con el M1000 de Shanghai. https,jhn
135,56,0,6,neutral,cecilia_matiass,"RT @actus__tennis: Federer sur la presse franaise : "" Quand un de vos joueurs
fait quarts de finale dun tournoi, cest, waouh, incroyable",Ceci
136,940,0,17,neutral,azadayub,"RT @TennisTV: Davydenko, Murray, Djokovic, Federer...

Whose name will be added to the #SHRolexMasters champions list on Sunday? https://t.",Azad Ayub
137,299,0,0,neutral,WorldNewsByRon,Shanghai Masters: Rafael Nadal to play Roger Federer in final https://t.co/EbcYhrPEIN https://t.co/KlQDzO0c7u,WorldNews
138,715,0,33,neutral,Rakagomez,RT @ESPNtenis: #TENISxESPN LA FINAL! Nadal y Federer se miden por el ttulo en Shanghai. El domingo a las 5.30 (BUE) / 3.30 (BOG) por ESPN,Raquel Gomez
139,160,0,157,positive,AdrianaIvonneC,"RT @ATPWorldTour:  Melbourne
 Indian Wells
 Miami
 Shanghai

Are you ready for #Fedal38?

 https://t.co/RSdvJh1hpY https://t.co/mCIu7",Adriana Ivonne C
140,32331,0,0,neutral,elPeriodicoDM,#Tenis | Rafael Nadal y Roger Federer se medirn en la final del Masters de Shanghi https://t.co/zlH4qNLZBp https://t.co/x8EXSpjWX8,Peridico de Monagas
141,343,0,202,neutral,Jhon4tn,"RT @ESPNtenis: #TENISxESPN El N1 y el N2, listos para otra batalla. Quin ganar? Nadal o Federer? El domingo, a las 5.30 (BUE) por ESP",jhn
142,10,0,0,positive,JackPeoples2513,The world has given us another #Federer vs #Nadal final... life is good  https://t.co/5zrtqOK1ou,Jack Peoples
143,1292,1,0,neutral,Anza98,nadal and federer in dream final ommmgg,Anza 
144,17,0,0,neutral,JavierWolf10,Su majestad Roger Federer accedio a la final del masters 1000 de shanghai tras ganarle 3-6 6-3 6-3 a Juan M. Del Potro #BETCRIS,Javier Lobo
145,68,0,14,neutral,Sourdough_bro,RT @Tennis: Federer thinks it's easier for players to have longer careers now | https://t.co/d7enbmMJfV https://t.co/Y8LJ9OGNCG,Kevin Yee
146,290,0,12,positive,jessicaale18,"RT @PuntoDBreak: Federer: ""Cuando estuve lesionado, me di cuenta del valor que tiene Rafa cada vez que super una lesin"" https://t.co/zwKu",Jessica Martinez
147,76,0,808,neutral,Goku_Federer,"RT @Luis_Delia: Recin me pidi el Dr Oscar Parrilli que no asista al acto de la cancha de Racing por que consideran ""los jefes"" que yo soy",Goku
148,12,0,0,neutral,Pepe_1691,"Los mas grandes del tenis de todos los tiempos.
Nadal y Federer, dos maneras de eternizarse https://t.co/jkmojSsop0 va @elmundoes",Pepe G. C.
149,12,0,0,neutral,marck78540,@kaykebet Je cumul avec Federer,Kouyoumdjian Marc
